"codice";"descrizione";"marchio";"denominazione";"regione";"vitigno";"filosofia";"CAPACITA";"GRADO_ALC";"FAMIGLIA";"classe";"PREZZO"
"801514337";"Mesa Moro Cannonau di Sardegna DOC";"Mesa";"Cannonau di Sardegna DOC";"SARDEGNA";"Cannonau";"Tradizionale";"75";"14,5%";"Vini";"Rosso";"13,152000"
"801514338";"Mesa Primo Scuro Cannonau di Sardegna DOC";"Mesa";"Cannonau di Sardegna DOC";"SARDEGNA";"Cannonau";"Tradizionale";"75";"14%";"Vini";"Rosso";"5,928000"
"801514339";"Mesa Rosa Grande Carignano del Sulcis DOC";"Mesa";"Carignano del Sulcis DOC";"SARDEGNA";"Carignano";"Tradizionale";"75";"13,5%";"Vini";"Rosato";"9,540000"
"801514341";"Mesa Buio Carignano del Sulcis DOC";"Mesa";"Carignano del Sulcis DOC";"SARDEGNA";"Carignano";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"9,262000"
"801514342";"Mesa Buio Buio Carignano del Sulcis Riserva DOC";"Mesa";"Carignano del Sulcis DOC";"SARDEGNA";"Carignano";"Tradizionale";"75";"14%";"Vini";"Rosso";"19,404000"
"801514343";"Mesa Orodoro Passito Isola dei Nuraghi IGT Cl.50";"Mesa";"Isola dei Nuraghi IGT";"SARDEGNA";"Vermentino";"Tradizionale";"50";"14%";"Vini";"Dolce";"19,404000"
"801514344";"Mesa Primo Rosso Isola dei Nuraghi IGT";"Mesa";"Isola dei Nuraghi IGT";"SARDEGNA";"Carignano";"Tradizionale";"75";"13%";"Vini";"Rosso";"5,789000"
"801514345";"Mesa Giunco Vermentino di Sardegna DOC";"Mesa";"Vermentino di Sardegna DOC";"SARDEGNA";"Vermentino";"Tradizionale";"75";"13,5%";"Vini";"Bianco";"9,216000"
"801514346";"Mesa Primo Bianco Vermentino di Sardegna DOC";"Mesa";"Vermentino di Sardegna DOC";"SARDEGNA";"Vermentino";"Tradizionale";"75";"12,5%";"Vini";"Bianco";"5,928000"
"801514351";"Michele Chiarlo Nivole Moscato d'Asti DOCG";"Michele Chiarlo";"Asti DOCG";"PIEMONTE";"Moscato Bianco";"Tradizionale";"75";"5%";"Vini";"Dolce";"8,892000"
"801514353";"Michele Chiarlo Reyna Barbaresco DOCG";"Michele Chiarlo";"Barbaresco DOCG";"PIEMONTE";"Nebbiolo";"Tradizionale";"75";"14%";"Vini";"Rosso";"26,675000"
"801514354";"Michele Chiarlo Palas Barbaresco DOCG";"Michele Chiarlo";"Barbaresco DOCG";"PIEMONTE";"Nebbiolo";"Tradizionale";"75";"14%";"Vini";"Rosso";"19,034000"
"801514356";"Michele Chiarlo Palas Barbera d'Asti DOCG";"Michele Chiarlo";"Barbera d'Asti DOCG";"PIEMONTE";"Barbera";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"6,623000"
"801514360";"Michele Chiarlo Cerequio Barolo DOCG";"Michele Chiarlo";"Barolo DOCG";"PIEMONTE";"Nebbiolo";"Tradizionale";"75";"14,5%";"Vini";"Rosso";"90,678000"
"801514361";"Michele Chiarlo Palas Barolo DOCG";"Michele Chiarlo";"Barolo DOCG";"PIEMONTE";"Nebbiolo";"Tradizionale";"75";"14%";"Vini";"Rosso";"26,675000"
"801514362";"Michele Chiarlo Le Coste Dolcetto d'Alba DOC";"Michele Chiarlo";"Dolcetto d'Alba DOC";"PIEMONTE";"Dolcetto";"Tradizionale";"75";"13%";"Vini";"Rosso";"7,086000"
"801514364";"Michele Chiarlo Palas Gavi DOCG";"Michele Chiarlo";"Gavi DOCG";"PIEMONTE";"Cortese";"Tradizionale";"75";"12%";"Vini";"Bianco";"8,058000"
"801514366";"Michele Chiarlo I Cipressi Nizza DOCG";"Michele Chiarlo";"Nizza DOCG";"PIEMONTE";"Barbera";"Tradizionale";"75";"14,5%";"Vini";"Rosso";"11,022000"
"801514373";"Pasetti Pecorino d'Abruzzo DOP";"Pasetti";"Abruzzo DOC";"ABRUZZO";"Pecorino";"Tradizionale";"75";"13%";"Vini";"Bianco";"7,410000"
"801514374";"Pasetti Collecivetta Pecorino d'Abruzzo Superiore DOC";"Pasetti";"Abruzzo DOC";"ABRUZZO";"Pecorino";"Tradizionale";"75";"13,5%";"Vini";"Bianco";"8,243000"
"801514375";"Pasetti Gesmino Passito Bianco d'Abruzzo DOC Cl.50";"Pasetti";"Abruzzo DOC";"ABRUZZO";"Moscatello";"Tradizionale";"50";"15%";"Vini";"Dolce";"14,912000"
"801514376";"Pasetti Montepulciano d'Abruzzo DOC";"Pasetti";"Abruzzo DOC";"ABRUZZO";"Montepulciano";"Tradizionale";"75";"14%";"Vini";"Rosso";"7,456000"
"801514377";"Pasetti Diecicoppe Rosso Colline Pescaresi IGT";"Pasetti";"Colline Pescaresi IGT";"ABRUZZO";"Montepulciano";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"7,364000"
"801514379";"Pasetti Rachele Bianco Terre di Chieti IGT";"Pasetti";"Terre di Chieti IGT";"ABRUZZO";"Trebbiano";"Tradizionale";"75";"13%";"Vini";"Bianco";"7,039000"
"801514381";"Pasetti Testarossa Passerina Terre Aquilane IGT";"Pasetti";"Terre Aquilane IGT";"ABRUZZO";"Passerina";"Tradizionale";"75";"13%";"Vini";"Bianco";"8,753000"
"801514383";"Pasetti Madonnella Trebbiano d'Abruzzo DOC";"Pasetti";"Trebbiano d'Abruzzo DOC";"ABRUZZO";"Trebbiano";"Tradizionale";"75";"13%";"Vini";"Bianco";"10,883000"
"801514384";"Pico Maccario Dolcevita Moscato d'Asti DOCG";"Pico Maccario";"Asti DOCG";"PIEMONTE";"Moscato Bianco";"Tradizionale";"75";"5%";"Vini";"Dolce";"8,197000"
"801514385";"Pico Maccario Lavignone Barbera d'Asti DOCG";"Pico Maccario";"Barbera d'Asti DOCG";"PIEMONTE";"Barbera";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"11,439000"
"801514386";"Pico Maccario Epico Barbera d'Asti DOCG Superiore";"Pico Maccario";"Barbera d'Asti DOCG";"PIEMONTE";"Barbera";"Tradizionale";"75";"15%";"Vini";"Rosso";"23,109000"
"801514387";"Pico Maccario Gavi di Gavi DOCG";"Pico Maccario";"Gavi DOCG";"PIEMONTE";"Cortese";"Tradizionale";"75";"12,5%";"Vini";"Bianco";"12,643000"
"801514388";"Pico Maccario Estrosa Monferrato Bianco DOC";"Pico Maccario";"Monferrato Doc";"PIEMONTE";"Chardonnay";"Tradizionale";"75";"13%";"Vini";"Bianco";"8,290000"
"801514389";"Pico Maccario Tre Roveri Nizza Rosso DOCG";"Pico Maccario";"Nizza DOCG";"PIEMONTE";"Barbera";"Tradizionale";"75";"14,5%";"Vini";"Rosso";"14,866000"
"801514390";"Pico Maccario Lavignone Rosato Piemonte DOC";"Pico Maccario";"Piemonte DOC";"PIEMONTE";"Barbera";"Tradizionale";"75";"12,5%";"Vini";"Rosato";"10,929000"
"801514391";"Pico Maccario Spumante Brut Rosato Piemonte DOC";"Pico Maccario";"Piemonte DOC";"PIEMONTE";"Barbera";"Tradizionale";"75";"13%";"Bollicine";"Rosé";"11,439000"
"801514392";"Pietra Pura Mandus Primitivo di Manduria DOC";"Pietra Pura";"Primitivo di Manduria DOC";"PUGLIA";"Primitivo di Manduria";"Tradizionale";"75";"14%";"Vini";"Rosso";"8,429000"
"801514393";"Pietra Pura Dolceluna Primitivo di Manduria DOCG Cl.50";"Pietra Pura";"Primitivo di Manduria DOC";"PUGLIA";"Primitivo di Manduria";"Tradizionale";"50";"14%";"Vini";"Rosso";"12,597000"
"801514394";"Pietra Pura Cotis Primitivo di Manduria DOP";"Pietra Pura";"Primitivo di Manduria DOC";"PUGLIA";"Primitivo di Manduria";"Tradizionale";"75";"14%";"Vini";"Rosso";"15,700000"
"801514395";"Pietra Pura Negroamaro Puglia IGT";"Pietra Pura";"Puglia IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"12,5%";"Vini";"Rosso";"5,418000"
"801514396";"Poderi Luigi Einaudi Moscato D'Asti DOCG";"Poderi Luigi Einaudi";"Asti DOCG";"PIEMONTE";"Moscato Bianco";"Tradizionale";"75";"5%";"Vini";"Dolce";"8,382000"
"801514406";"Polvanera Moscato Secco Puglia IGT";"Polvanera";"Puglia IGT";"PUGLIA";"Moscato Bianco";"Tradizionale";"75";"12%";"Vini";"Bianco";"7,873000"
"801514409";"Polvanera 21 Primitivo Puglia IGT";"Polvanera";"Puglia IGT";"PUGLIA";"Primitivo";"Tradizionale";"37,5";"15%";"Vini";"Dolce";"10,374000"
"801514411";"Polvanera Primitivo Puglia IGT";"Polvanera";"Puglia IGT";"PUGLIA";"Primitivo";"Tradizionale";"75";"14%";"Vini";"Rosso";"6,576000"
"801514416";"Rasciatano Nero di Troia Puglia IGT";"Rasciatano";"Puglia IGT";"PUGLIA";"Nero di Troia";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"24,638000"
"801514417";"Riondo Amarone della Valpolicella DOCG";"Riondo";"Amarone della Valpolicella DOCG";"VENETO";"Corvina";"Tradizionale";"75";"15%";"Vini";"Rosso";"18,710000"
"801514418";"Riondo Amarone della Valpolicella DOCG Magnum Cassetta di Legno";"Riondo";"Amarone della Valpolicella DOCG";"VENETO";"Corvina";"Tradizionale";"150";"15%";"Vini";"Rosso";"63,354000"
"801514419";"Riondo Lunardi Soave DOC";"Riondo";"Soave DOC";"VENETO";"Garganega";"Tradizionale";"75";"12%";"Vini";"Bianco";"6,021000"
"801514420";"Riondo Valpolicella Superiore DOC";"Riondo";"Valpolicella DOC";"VENETO";"Corvina";"Tradizionale";"75";"13%";"Vini";"Rosso";"5,743000"
"801514421";"Riondo Valpolicella Ripasso DOC";"Riondo";"Valpolicella Ripasso DOC";"VENETO";"Corvina";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"7,919000"
"801514422";"Riondo Valpolicella Ripasso DOC Magnum Magnum Cassetta di Legno";"Riondo";"Valpolicella Ripasso DOC";"VENETO";"Corvina";"Tradizionale";"150";"13,5%";"Vini";"Rosso";"22,878000"
"801514423";"Riondo Chardonnay Veneto IGT";"Riondo";"Veneto IGT";"VENETO";"Chardonnay";"Tradizionale";"75";"13%";"Vini";"Bianco";"6,021000"
"801514424";"Riondo Pinot Nero Veneto IGT";"Riondo";"Veneto IGT";"VENETO";"Pinot Nero";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"5,465000"
"801514425";"Riondo Cabernet Sauvignon Veneto IGT";"Riondo";"Veneto IGT";"VENETO";"Cabernet Sauvignon";"Tradizionale";"75";"13%";"Vini";"Rosso";"6,021000"
"801514426";"Riondo Merlot Veneto IGT";"Riondo";"Veneto IGT";"VENETO";"Merlot";"Tradizionale";"75";"13%";"Vini";"Rosso";"6,021000"
"801514428";"Riondo Corvina Verona IGT";"Riondo";"Verona IGT";"VENETO";"Corvina";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"4,075000"
"801514429";"Ritterhof Chardonnay Alto Adige DOC";"Ritterhof";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Chardonnay";"Tradizionale";"75";"13%";"Vini";"Bianco";"9,725000"
"801514430";"Ritterhof Sauvignon Alto Adige DOC";"Ritterhof";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Sauvignon Blanc";"Tradizionale";"75";"13,5%";"Vini";"Bianco";"10,929000"
"801514431";"Ritterhof Pinot Grigio Alto Adige DOC";"Ritterhof";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Pinot Grigio";"Tradizionale";"75";"13%";"Vini";"Bianco";"9,725000"
"801514432";"Ritterhof Muller Thurgau Alto Adige DOC";"Ritterhof";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Müller Thurgau";"Tradizionale";"75";"13,5%";"Vini";"Bianco";"9,540000"
"801514433";"Ritterhof Pinot Bianco Alto Adige DOC";"Ritterhof";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Pinot Bianco";"Tradizionale";"75";"13%";"Vini";"Bianco";"8,753000"
"801514434";"Ritterhof Gewurztraminer Alto Adige DOC";"Ritterhof";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Gewürztraminer";"Tradizionale";"75";"14,5%";"Vini";"Bianco";"11,393000"
"801514435";"Ritterhof Lenz Bianco Vigneti delle Dolomiti IGT";"Ritterhof";"Vigneti delle Dolomiti IGT";"TRENTINO-ALTO ADIGE";"Chardonnay";"Tradizionale";"75";"12%";"Vini";"Bianco";"8,058000"
"801514436";"Ritterhof Moscato Giallo Vigneti delle Dolomiti IGT";"Ritterhof";"Vigneti delle Dolomiti IGT";"TRENTINO-ALTO ADIGE";"Moscato Giallo";"Tradizionale";"75";"12%";"Vini";"Bianco";"10,096000"
"801514437";"Rosa del Golfo Verdeca Salento IGT";"Rosa Del Golfo";"Salento IGT";"PUGLIA";"Verdeca";"Tradizionale";"75";"12%";"Vini";"Bianco";"7,595000"
"801514438";"Rosa del Golfo Rosato Salento IGT";"Rosa Del Golfo";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13%";"Vini";"Rosato";"8,243000"
"801514439";"Rosa del Golfo Vigna Mazzi' Rosato Salento IGT";"Rosa Del Golfo";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13,5%";"Vini";"Rosato";"10,929000"
"801514440";"Rosa del Golfo Portulano Salento IGT";"Rosa Del Golfo";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13%";"Vini";"Rosso";"9,494000"
"801514441";"Rosa del Golfo Quarantale Salento IGT";"Rosa Del Golfo";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"13,662000"
"801514442";"Rosa del Golfo Primitivo Salento IGT";"Rosa Del Golfo";"Salento IGT";"PUGLIA";"Primitivo";"Tradizionale";"75";"14%";"Vini";"Rosso";"9,262000"
"801514443";"Rosa del Golfo Brut Rose'";"Rosa Del Golfo";"VSQ Vino Spumante di Qualità";"PUGLIA";"Negroamaro";"Tradizionale";"75";"12%";"Bollicine";"Rosé";"15,700000"
"801514444";"Rosa del Golfo Bolina Brut";"Rosa Del Golfo";"VSQ Vino Spumante di Qualità";"PUGLIA";"Verdeca";"Tradizionale";"75";"12%";"Bollicine";"Blanc de Blanc";"16,255000"
"801514451";"Ruffino Chianti DOCG Riserva";"Ruffino";"Chianti DOCG";"TOSCANA";"Sangiovese";"Tradizionale";"75";"13%";"Vini";"Rosso";"8,290000"
"801514452";"Ruffino Fiasco Rufina Chianti DOCG";"Ruffino";"Chianti DOCG";"TOSCANA";"Sangiovese";"Tradizionale";"75";"14%";"Vini";"Rosso";"8,290000"
"801514454";"Ruffino Fiasco Chianti Superiore DOCG";"Ruffino";"Chianti Superiore DOCG";"TOSCANA";"Sangiovese";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"8,892000"
"801514460";"Sampietrana Since 1952 Brindisi DOC Riserva";"Sampietrana";"Brindisi DOC";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"5,835000"
"801514461";"Sampietrana Tacco Barocco Chardonnay Puglia IGT";"Sampietrana";"Puglia IGT";"PUGLIA";"Chardonnay";"Tradizionale";"75";"13%";"Vini";"Bianco";"4,724000"
"801514465";"Sampietrana Tacco Barocco Rosato Salento IGT";"Sampietrana";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13%";"Vini";"Rosato";"4,724000"
"801514468";"Sampietrana Settebraccia Negroamaro Susumaniello Salento IGT";"Sampietrana";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"14,5%";"Vini";"Rosso";"9,679000"
"801514470";"Sampietrana Tre Filari Primitivo Salento IGT";"Sampietrana";"Salento IGT";"PUGLIA";"Primitivo";"Tradizionale";"75";"14,5%";"Vini";"Rosso";"9,633000"
"801514471";"Sampietrana Sumaest Susumaniello Salento IGT";"Sampietrana";"Salento IGT";"PUGLIA";"Susumaniello";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"9,123000"
"801514473";"Sampietrana Tacco Barocco Salice Salentino DOC";"Sampietrana";"Salice Salentino DOC";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"4,677000"
"801514474";"Sampietrana Giglio di Mare Spumante Negroamaro Rosato ";"Sampietrana";"VSQ Vino Spumante di Qualità";"PUGLIA";"Negroamaro";"Tradizionale";"75";"12%";"Bollicine";"Rosé";"6,252000"
"801514475";"San Donaci Anticaia Rosso Brindisi DOC";"San Donaci";"Brindisi DOC";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"6,252000"
"801514477";"San Donaci Anticaia Chardonnay Salento IGT";"San Donaci";"Salento IGT";"PUGLIA";"Chardonnay";"Tradizionale";"75";"13%";"Vini";"Bianco";"5,418000"
"801514478";"San Donaci Pietra Caya Malvasia Passito Salento IGT Cl.50";"San Donaci";"Salento IGT";"PUGLIA";"Malvasia Nera";"Tradizionale";"50";"14,5%";"Vini";"Dolce";"9,633000"
"801514479";"San Donaci Fontenera Rosato Salento IGT";"San Donaci";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13%";"Vini";"Rosato";"4,122000"
"801514482";"San Donaci Anticaia Negroamaro Salento IGT";"San Donaci";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"5,418000"
"801514483";"San Donaci Contrada del Falco Salento IGT";"San Donaci";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"14%";"Vini";"Rosso";"7,919000"
"801514484";"San Donaci Anticaia Primitivo Salento IGT";"San Donaci";"Salento IGT";"PUGLIA";"Primitivo";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"7,039000"
"801514485";"San Donaci Fontenera Primitivo Salento IGT";"San Donaci";"Salento IGT";"PUGLIA";"Primitivo";"Tradizionale";"75";"13%";"Vini";"Rosso";"4,585000"
"801514486";"San Donaci Pietra Caya Malvasia Salento IGT";"San Donaci";"Salento IGT";"PUGLIA";"Malvasia Nera";"Tradizionale";"75";"13%";"Vini";"Rosso";"7,919000"
"801514487";"San Donaci Anticaia Rosato Salice Salentino DOC";"San Donaci";"Salice Salentino DOC";"PUGLIA";"Negroamaro";"Tradizionale";"75";"12,5%";"Vini";"Rosato";"5,418000"
"801514488";"San Donaci Anticaia Salice Salentino DOC Riserva";"San Donaci";"VSQ Vino Spumante di Qualità";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"8,243000"
"801514489";"San Donaci Anticaia Salice Salentino DOC";"San Donaci";"Salice Salentino DOC";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13%";"Vini";"Rosso";"6,252000"
"801514491";"San Leonardo Vette Sauvignon Blanc Vigneti delle Dolomiti IGT";"San Leonardo";"Vigneti delle Dolomiti IGT";"TRENTINO-ALTO ADIGE";"Sauvignon Blanc";"Tradizionale";"75";"12,5%";"Vini";"Bianco";"9,725000"
"801514493";"San Leonardo Vigneti delle Dolomiti IGT Magnum";"San Leonardo";"Vigneti delle Dolomiti IGT";"TRENTINO-ALTO ADIGE";"Cabernet Sauvignon";"Tradizionale";"150";"13%";"Vini";"Rosso";"169,593000"
"801514494";"San Leonardo Terre Vigneti delle Dolomiti IGT";"San Leonardo";"Vigneti delle Dolomiti IGT";"TRENTINO-ALTO ADIGE";"Cabernet Sauvignon";"Tradizionale";"75";"13%";"Vini";"Rosso";"10,698000"
"801514496";"San Leonardo Villa Gresti Vigneti delle Dolomiti IGT";"San Leonardo";"Vigneti delle Dolomiti IGT";"TRENTINO-ALTO ADIGE";"Merlot";"Tradizionale";"75";"13%";"Vini";"Rosso";"20,284000"
"801514502";"Santa Barbara Barbaglio Salento IGT";"Santa Barbara";"Salento IGT";"PUGLIA";"Negroamaro";"Tradizionale";"75";"13%";"Vini";"Rosso";"8,058000"
"801514506";"St. Pauls Chardonnay Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Chardonnay";"Tradizionale";"75";"13,5%";"Vini";"Bianco";"8,058000"
"801514507";"St. Pauls Fuxberg Chardonnay Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Chardonnay";"Tradizionale";"75";"13,5%";"Vini";"Bianco";"10,374000"
"801514508";"St. Pauls Gfill Sauvignon Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Sauvignon Blanc";"Tradizionale";"75";"13,5%";"Vini";"Bianco";"10,929000"
"801514510";"St. Pauls Schliff Sauvignon Alte Reben Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Sauvignon Blanc";"Tradizionale";"75";"13%";"Vini";"Bianco";"16,348000"
"801514511";"St. Pauls Pinot Grigio Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Pinot Grigio";"Tradizionale";"75";"13,5%";"Vini";"Bianco";"8,382000"
"801514512";"St. Pauls Loss Pinot Grigio Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Pinot Grigio";"Tradizionale";"75";"13,5%";"Vini";"Bianco";"10,096000"
"801514513";"St. Pauls Muller Thurgau Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Müller Thurgau";"Tradizionale";"75";"12,5%";"Vini";"Bianco";"8,382000"
"801514514";"St. Pauls Plotzner Pinot Bianco Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Pinot Bianco";"Tradizionale";"75";"13,5%";"Vini";"Bianco";"8,336000"
"801514517";"St. Pauls Riesling Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Riesling Renano";"Tradizionale";"75";"12,5%";"Vini";"Bianco";"10,883000"
"801514518";"St. Pauls Justina Gewurztraminer Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Gewürztraminer";"Tradizionale";"75";"14,5%";"Vini";"Bianco";"10,883000"
"801514519";"St. Pauls Goldmuskateller Moscato Giallo Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Moscato Giallo";"Tradizionale";"75";"12,5%";"Vini";"Bianco";"9,262000"
"801514520";"St. Pauls Meris Merlot Rose' Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Merlot";"Tradizionale";"75";"13,5%";"Vini";"Rosato";"9,262000"
"801514521";"St. Pauls Kretzer Lagrein Rosato Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Lagrein";"Tradizionale";"75";"12%";"Vini";"Rosato";"8,058000"
"801514522";"St. Pauls Luzia Pinot Nero Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Pinot Nero";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"11,809000"
"801514524";"St. Pauls Turmfeld Cabernet Alto Adige DOC Riserva";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Cabernet Sauvignon";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"12,597000"
"801514525";"St. Pauls Huberfeld Merlot Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Merlot";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"11,439000"
"801514526";"St. Pauls Verlab Cuvee Rosso Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Schiava";"Tradizionale";"75";"12,5%";"Vini";"Rosso";"8,290000"
"801514527";"St. Pauls Lago di Caldaro Scelto Classico Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Schiava";"Tradizionale";"75";"12,5%";"Vini";"Rosso";"7,225000"
"801514528";"St. Pauls Schiava Grigia Grauvernatsch Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Schiava";"Tradizionale";"75";"12,5%";"Vini";"Rosso";"7,780000"
"801514530";"St. Pauls Santa Maddalena Classico Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Lagrein";"Tradizionale";"75";"12,5%";"Vini";"Rosso";"8,243000"
"801514531";"St. Pauls Lagrein Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Lagrein";"Tradizionale";"75";"13%";"Vini";"Rosso";"9,864000"
"801514532";"St. Pauls Zobl Lagrein Alto Adige DOC";"St. Pauls";"Alto Adige DOC";"TRENTINO-ALTO ADIGE";"Lagrein";"Tradizionale";"75";"13,5%";"Vini";"Rosso";"10,698000"
"801514534";"St. Pauls Cuvee Paul Bianco Vigneti delle Dolomiti IGT";"St. Pauls";"Vigneti delle Dolomiti IGT";"TRENTINO-ALTO ADIGE";"Pinot Bianco";"Tradizionale";"75";"12,5%";"Vini";"Bianco";"6,715000"
"801514535";"St. Pauls Cuvee Paul Rosso Vigneti delle Dolomiti IGT";"St. Pauls";"Vigneti delle Dolomiti IGT";"TRENTINO-ALTO ADIGE";"Lagrein";"Tradizionale";"75";"12,5%";"Vini";"Rosso";"6,715000"
"801514536";"St. Pauls Praeclarus Brut Blanc de Blanc";"St. Pauls";"VSQ Vino Spumante di Qualità";"TRENTINO-ALTO ADIGE";"Chardonnay";"Tradizionale";"75";"12,5%";"Bollicine";"Blanc de Blanc";"16,533000"
"801514537";"St. Pauls Praeclarus Pas Dose' Blanc de Blanc";"St. Pauls";"VSQ Vino Spumante di Qualità";"TRENTINO-ALTO ADIGE";"Chardonnay";"Tradizionale";"75";"12,5%";"Bollicine";"Blanc de Blanc";"21,072000"
"801514538";"Tenuta Giustini Acinore' Primitivo di Manduria DOC";"Tenuta Giustini";"Primitivo di Manduria DOC";"PUGLIA";"Primitivo di Manduria";"Tradizionale";"75";"15%";"Vini";"Rosso";"7,225000"
"801514540";"Tenuta Giustini Illuminato Fiano Salento IGT";"Tenuta Giustini";"Salento IGT";"PUGLIA";"Fiano";"Tradizionale";"75";"12%";"Vini";"Bianco";"6,252000"
"801514541";"Tenuta Giustini Jento Malvasia Bianca Frizzante Salento IGT";"Tenuta Giustini";"Salento IGT";"PUGLIA";"Malvasia Bianca";"Tradizionale";"75";"11%";"Vini";"Bianco";"6,113000"
"801514542";"Tenuta Giustini Frida Bianco Salento IGT";"Tenuta Giustini";"Salento IGT";"PUGLIA";"Malvasia Bianca";"Tradizionale";"75";"13%";"Vini";"Bianco";"5,882000"
